�	11622	1
ing	159	3
s	149	1
ed	118	2
d	81	1
m	75	1
yl	75	2
con	68	3
in	66	2
ly	63	2
f	60	1
t	59	1
b	59	1
p	58	1
ic	56	2
c	56	1
n	54	1
al	54	2
en	53	2
re	51	2
r	51	1
th	49	2
ethyl	48	5
h	45	1
ne	44	2
k	43	1
l	40	1
ical	39	4
pro	39	3
tr	37	2
ated	35	4
st	34	2
se	34	2
an	33	2
com	33	3
K	33	1
er	32	2
om	32	2
e	32	1
nh	32	2
el	32	2
ate	31	3
im	30	2
ex	30	2
ind	29	3
ations	29	6
v	29	1
it	28	2
ro	28	2
is	28	2
g	28	1
ational	28	7
hyd	28	3
or	27	2
ar	27	2
ent	27	3
ng	27	2
ol	26	2
ation	26	5
ary	26	3
op	26	2
ang	26	3
sub	26	3
w	26	1
de	26	2
M	26	1
res	25	3
ating	25	5
inter	25	5
S	25	1
int	24	3
z	24	1
i	24	1
ac	22	2
trans	22	5
sz	22	2
em	22	2
phen	22	4
o	22	1
am	21	2
es	21	2
zer	21	3
per	21	3
y	21	1
T	21	1
Sch	21	3
as	20	2
ine	20	3
ive	20	3
gy	20	2
H	20	1
ương	20	4
on	19	2
at	19	2
ge	19	2
us	19	2
ass	19	3
ide	19	3
ph	19	2
car	19	3
j	19	1
dis	19	3
le	19	2
et	19	2
̀	19	1
ity	18	3
ver	18	3
L	18	1
yr	18	2
ad	18	2
R	18	1
ative	17	5
ization	17	7
elect	17	5
ob	17	2
F	17	1
oxy	17	3
sp	16	2
form	16	4
app	16	3
ally	16	4
the	16	3
eth	16	3
reg	16	3
os	16	2
ely	16	3
equ	16	3
um	16	2
id	15	2
ot	15	2
ch	15	2
ap	15	2
ok	15	2
ag	15	2
cs	15	2
att	15	3
des	15	3
ben	15	3
P	15	1
ov	15	2
te	14	2
str	14	3
under	14	5
mat	14	3
no	14	2
cor	14	3
est	14	3
ist	14	3
u	14	1
cycl	14	4
́	14	1
C	13	1
me	13	2
ul	13	2
rom	13	3
lic	13	3
ab	13	2
art	13	3
sc	13	2
ized	13	4
over	13	4
ared	13	4
cl	13	2
cal	13	3
istic	13	5
un	13	2
qu	13	2
ember	13	5
meth	13	4
V	13	1
x	12	1
D	12	1
ig	12	2
if	12	2
able	12	4
ere	12	3
ong	12	3
sh	12	2
ak	12	2
led	12	3
ole	12	3
ful	12	3
ous	12	3
iss	12	3
pol	12	3
ident	12	5
ically	12	6
pr	12	2
dr	12	2
Tr	12	2
nov	12	3
ene	12	3
ou	12	2
B	12	1
ung	12	3
he	11	2
od	11	2
