ing	493	3
s	381	1
ed	308	2
re	208	2
in	193	2
con	191	3
ly	171	2
c	151	1
ation	146	5
d	140	1
ated	126	4
al	125	2
r	124	1
ers	123	3
dis	122	3
t	118	1
un	113	2
f	111	1
ations	107	6
b	106	1
ic	106	2
pro	105	3
es	104	2
m	103	1
ating	101	5
p	96	1
ex	90	2
ity	86	3
im	86	2
inter	84	5
st	83	2
ive	83	3
H	80	1
h	79	1
de	77	2
ent	76	3
ate	76	3
ant	74	3
ary	74	3
en	74	2
er	74	2
se	73	2
ad	72	2
sub	70	3
ist	70	3
per	69	3
ical	67	4
res	67	3
w	66	1
tr	65	2
com	65	3
S	64	1
ar	63	2
C	62	1
g	62	1
n	62	1
ac	61	2
able	61	4
ies	61	3
ings	61	4
l	59	1
ology	59	5
th	58	2
trans	57	5
or	56	2
B	55	1
e	55	1
ally	55	4
ative	55	5
ine	54	3
ism	54	3
v	53	1
comp	53	4
ass	51	3
ization	51	7
ne	50	2
out	50	3
ates	50	4
ins	50	3
an	49	2
ind	49	3
ph	49	2
ful	49	3
est	49	3
on	48	2
is	48	2
sh	48	2
em	48	2
ors	47	3
ance	47	4
ian	47	3
end	46	3
int	46	3
M	45	1
over	45	4
co	45	2
ational	45	7
man	45	3
pre	44	3
ics	44	3
y	44	1
ch	43	2
ab	43	2
sp	43	2
reg	43	3
ions	43	4
us	42	2
rem	42	3
ically	42	6
ological	42	8
cr	42	2
ous	41	3
ities	41	5
par	41	3
ens	41	3
ness	41	4
W	40	1
ability	40	7
le	40	2
ial	40	3
F	39	1
ol	39	2
ap	39	2
ish	39	3
ized	39	4
ence	39	4
In	38	2
cl	38	2
Re	38	2
str	38	3
ob	38	2
E	37	1
he	37	2
pl	37	2
def	37	3
gr	37	2
als	37	3
ion	36	3
ro	36	2
under	36	5
ment	36	4
P	35	1
at	35	2
as	35	2
age	35	3
sc	35	2
led	35	3
op	35	2
les	35	3
G	34	1
T	34	1
oc	34	2
ia	34	2
ip	34	2
pr	34	2
rel	33	3
ir	33	2
el	33	2
om	33	2
