的	2893	1
了	705	1
是	453	1
在	447	1
和	340	1
不	242	1
我	223	1
有	216	1
也	184	1
你	173	1
他	163	1
就	163	1
为	160	1
中	147	1
上	139	1
人	138	1
都	133	1
到	122	1
对	118	1
一个	106	2
这	105	1
要	105	1
与	103	1
着	102	1
可以	89	2
会	88	1
我们	88	2
说	83	1
自己	83	2
她	82	1
一	81	1
将	73	1
-	70	1
好	69	1
等	67	1
很	65	1
地	64	1
来	63	1
而	63	1
被	63	1
下	62	1
可	61	1
工作	60	2
还	59	1
把	57	1
没有	55	2
又	53	1
发展	53	2
能	52	1
大	50	1
什么	49	2
之	47	1
所	47	1
但	47	1
去	46	1
并	46	1
他们	46	2
这个	46	2
用	45	1
多	45	1
得	44	1
给	44	1
就是	44	2
看	42	1
可能	42	2
以	40	1
年	40	1
于	40	1
想	40	1
进行	40	2
做	39	1
后	38	1
从	38	1
知道	38	2
那	37	1
让	37	1
再	37	1
问题	37	2
需要	37	2
不是	36	2
中国	35	2
其	34	1
新	34	1
最	34	1
出	33	1
它	33	1
重要	33	2
个	32	1
小	32	1
更	32	1
如果	32	2
主要	32	2
们	28	1
过	28	1
月	28	1
企业	28	2
不能	28	2
一定	28	2
时间	27	2
已经	27	2
教育	27	2
还是	27	2
里	26	1
使	26	1
向	26	1
社会	26	2
学生	26	2
时	25	1
因为	25	2
吃	25	1
建设	25	2
应	24	1
没	24	1
才	24	1
研究	24	2
这样	24	2
一种	24	2
由	23	1
情况	23	2
大家	23	2
比	22	1
走	22	1
管理	22	2
经济	22	2
学习	22	2
开始	22	2
本	21	1
内	21	1
只	21	1
通过	21	2
现在	21	2
生活	21	2
国家	21	2
前	20	1
已	20	1
该	20	1
方法	20	2
技术	20	2
服务	20	2
却	20	1
活动	20	2
这些	20	2
怎么	20	2
起来	20	2
非常	20	2
高	19	1
较	19	1
跟	19	1
孩子	19	2
这种	19	2
发现	19	2
不会	19	2
一次	19	2
道	18	1
事	18	1
打	18	1
使用	18	2
但是	18	2
市场	18	2
文化	18	2
两个	18	2
为了	18	2
比较	18	2
不要	18	2
事情	18	2
无	17	1
或	17	1
则	17	1
要求	17	2
生产	17	2
那么	17	2
相关	17	2
这么	17	2
先	16	1
吧	16	1
不同	16	2
安全	16	2
影响	16	2
世界	16	2
其他	16	2
发生	16	2
叫	16	1
說	16	1
必须	16	2
日	15	1
各	15	1
公司	15	2
组织	15	2
一些	15	2
作用	15	2
出现	15	2
直接	15	2
具有	15	2
存在	15	2
提高	15	2
规定	15	2
单位	15	2
希望	15	2
喜欢	15	2
生	14	1
心	14	1
起	14	1
当	14	1
太	14	1
快	14	1
便	14	1
请	14	1
选择	14	2
关系	14	2
方式	14	2
一般	14	2
环境	14	2
实现	14	2
看到	14	2
只是	14	2
应该	14	2
认为	14	2
出来	14	2
觉得	14	2
一直	14	2
谁	14	1
自	13	1
家	13	1
完	13	1
笑	13	1
找	13	1
信息	13	2
分析	13	2
成为	13	2
这里	13	2
一起	13	2
成	12	1
点	12	1
问	12	1
老	12	1
时候	12	2
所以	12	2
方面	12	2
项目	12	2
过程	12	2
所有	12	2
根据	12	2
很多	12	2
會	12	1
内容	12	2
还有	12	2
如何	12	2
处理	12	2
基础	12	2
注意	12	2
美国	12	2
一下	12	2
了解	12	2
今天	12	2
真的	12	2
表现	12	2
小时	12	2
分	11	1
者	11	1
指	11	1
见	11	1
党	11	1
爱	11	1
写	11	1
來	11	1
站	11	1
呢	11	1
人员	11	2
控制	11	2
能够	11	2
後	11	1
副	11	1
一样	11	2
应用	11	2
有关	11	2
任何	11	2
是否	11	2
东西	11	2
准备	11	2
以下	11	2
治疗	11	2
帮助	11	2
程度	11	2
几个	11	2
告诉	11	2
行	10	1
如	10	1
天	10	1
长	10	1
三	10	1
手	10	1
真	10	1
图	10	1
话	10	1
听	10	1
著	10	1
啊	10	1
部分	10	2
数据	10	2
能力	10	2
人民	10	2
设计	10	2
提供	10	2
政府	10	2
基本	10	2
拿	10	1
包括	10	2
然后	10	2
您	10	1
质量	10	2
教学	10	2
思想	10	2
得到	10	2
完全	10	2
原因	10	2
以上	10	2
理论	10	2
会议	10	2
容易	10	2
范围	10	2
进一步	10	3
达到	10	2
意义	10	2
考虑	10	2
全面	10	2
实践	10	2
疫情	10	2
根本	10	2
子	9	1
面	9	1
第	9	1
加	9	1
因	9	1
水	9	1
及	9	1
此	9	1
正	9	1
两	9	1
每	9	1
带	9	1
像	9	1
同时	9	2
均	9	1
吗	9	1
对于	9	2
表示	9	2
中心	9	2
自然	9	2
大学	9	2
学校	9	2
曾	9	1
投资	9	2
其中	9	2
虽然	9	2
有些	9	2
条件	9	2
最后	9	2
形成	9	2
实际	9	2
代表	9	2
专业	9	2
解决	9	2
目标	9	2
产生	9	2
不断	9	2
甚至	9	2
国际	9	2
法律	9	2
获得	9	2
政治	9	2
人们	9	2
不仅	9	2
实施	9	2
理解	9	2
正确	9	2
一点	9	2
联系	9	2
推进	9	2
深入	9	2
回答	9	2
以为	9	2
社会主义	9	4
同	8	1
性	8	1
全	8	1
市	8	1
外	8	1
式	8	1
头	8	1
山	8	1
总	8	1
至	8	1
字	8	1
非	8	1
低	8	1
未	8	1
按	8	1
死	8	1
第一	8	2
哪	8	1
送	8	1
若	8	1
钱	8	1
之间	8	2
计算	8	2
精神	8	2
地方	8	2
久	8	1
结果	8	2
一步	8	2
部门	8	2
城市	8	2
开展	8	2
沒	8	1
目前	8	2
历史	8	2
领导	8	2
健康	8	2
保护	8	2
地区	8	2
价值	8	2
采用	8	2
感觉	8	2
积极	8	2
看着	8	2
我国	8	2
方向	8	2
全国	8	2
创新	8	2
重点	8	2
介绍	8	2
行政	8	2
多少	8	2
时代	8	2
导致	8	2
有人	8	2
只能	8	2
整个	8	2
正常	8	2
因素	8	2
它们	8	2
明显	8	2
引起	8	2
三个	8	2
讓	8	1
看看	8	2
过来	8	2
越来越	8	3
一個	8	2
特色	8	2
一天	8	2
作	7	1
开	7	1
化	7	1
量	7	1
相	7	1
二	7	1
回	7	1
名	7	1
金	7	1
气	7	1
路	7	1
少	7	1
元	7	1
线	7	1
受	7	1
类	7	1
条	7	1
即	7	1
言	7	1
這	7	1
越	7	1
個	7	1
系统	7	2
拉	7	1
作为	7	2
产品	7	2
买	7	1
另	7	1
而且	7	2
个人	7	2
倒	7	1
不过	7	2
结构	7	2
只有	7	2
标准	7	2
完成	7	2
功能	7	2
岁	7	1
行为	7	2
占	7	1
老师	7	2
朋友	7	2
增加	7	2
关于	7	2
既	7	1
责任	7	2
各种	7	2
制度	7	2
特别	7	2
仍	7	1
网络	7	2
跑	7	1
继续	7	2
於	7	1
来说	7	2
支持	7	2
形式	7	2
可是	7	2
决定	7	2
合作	7	2
结合	7	2
按照	7	2
才能	7	2
加强	7	2
参加	7	2
那个	7	2
经营	7	2
许多	7	2
任务	7	2
简单	7	2
用户	7	2
为什么	7	3
意识	7	2
保持	7	2
造成	7	2
目的	7	2
传统	7	2
只要	7	2
认识	7	2
学院	7	2
改革	7	2
设置	7	2
说道	7	2
持续	7	2
办法	7	2
指导	7	2
文章	7	2
每个	7	2
必要	7	2
安排	7	2
肯定	7	2
不少	7	2
一切	7	2
职业	7	2
清楚	7	2
核心	7	2
主题	7	2
别人	7	2
一年	7	2
下去	7	2
适合	7	2
发表	7	2
年代	7	2
一位	7	2
一条	7	2
法	6	1
部	6	1
表	6	1
原	6	1
变	6	1
口	6	1
需	6	1
选	6	1
算	6	1
海	6	1
白	6	1
眼	6	1
值	6	1
病	6	1
王	6	1
达	6	1
难	6	1
住	6	1
号	6	1
早	6	1
差	6	1
半	6	1
讲	6	1
尽	6	1
冷	6	1
左	6	1
坐	6	1
这是	6	2
由于	6	2
知识	6	2
對	6	1
科学	6	2
利用	6	2
靠	6	1
你们	6	2
资源	6	2
计划	6	2
材料	6	2
建立	6	2
政策	6	2
有效	6	2
机构	6	2
那些	6	2
教师	6	2
确定	6	2
行业	6	2
成功	6	2
程序	6	2
提升	6	2
下来	6	2
效果	6	2
执行	6	2
过去	6	2
模式	6	2
综合	6	2
之一	6	2
群众	6	2
现代	6	2
增长	6	2
十分	6	2
报告	6	2
经验	6	2
建议	6	2
医院	6	2
关键	6	2
想要	6	2
发布	6	2
意思	6	2
想到	6	2
答案	6	2
左右	6	2
来源	6	2
届	6	1
及时	6	2
特点	6	2
落实	6	2
未来	6	2
从而	6	2
特征	6	2
人类	6	2
相对	6	2
身上	6	2
土地	6	2
主任	6	2
成立	6	2
解释	6	2
如下	6	2
女人	6	2
比赛	6	2
定义	6	2
以来	6	2
事业	6	2
认真	6	2
做到	6	2
挺	6	1
遇到	6	2
心中	6	2
媒体	6	2
方便	6	2
绝对	6	2
权利	6	2
召开	6	2
不用	6	2
麽	6	1
哪里	6	2
适应	6	2
不错	6	2
很大	6	2
矛盾	6	2
最好	6	2
一名	6	2
一眼	6	2
十九	6	2
习近平	6	3
一件	6	2
一项	6	2
験	6	1
国	5	1
发	5	1
方	5	1
进	5	1
主	5	1
然	5	1
数	5	1
明	5	1
位	5	1
题	5	1
身	5	1
活	5	1
区	5	1
美	5	1
求	5	1
处	5	1
强	5	1
西	5	1
光	5	1
型	5	1
几	5	1
花	5	1
干	5	1
章	5	1
林	5	1
马	5	1
落	5	1
往	5	1
课	5	1
黑	5	1
以及	5	2
句	5	1
第二	5	2
帮	5	1
乎	5	1
之后	5	2
短	5	1
树	5	1
穿	5	1
水平	5	2
变化	5	2
产业	5	2
位置	5	2
运动	5	2
抓	5	1
文件	5	2
价格	5	2
设备	5	2
科技	5	2
开发	5	2
不可	5	2
身体	5	2
日本	5	2
作者	5	2
長	5	1
艺术	5	2
无法	5	2
努力	5	2
劳动	5	2
速度	5	2
随着	5	2
力量	5	2
更加	5	2
患者	5	2
同学	5	2
风险	5	2
不到	5	2
显示	5	2
阶段	5	2
工业	5	2
受到	5	2
方案	5	2
亦	5	1
收入	5	2
接受	5	2
提出	5	2
宣传	5	2
体系	5	2
真正	5	2
民族	5	2
保证	5	2
资产	5	2
属于	5	2
措施	5	2
实验	5	2
做好	5	2
旅游	5	2
培养	5	2
关注	5	2
原则	5	2
国内	5	2
行动	5	2
资料	5	2
类型	5	2
最大	5	2
眼睛	5	2
懂	5	1
于是	5	2
每天	5	2
相信	5	2
满足	5	2
运行	5	2
分钟	5	2
心里	5	2
表达	5	2
输入	5	2
找到	5	2
创造	5	2
当前	5	2
基金	5	2
通常	5	2
避免	5	2
现象	5	2
物质	5	2
文明	5	2
内部	5	2
集中	5	2
加入	5	2
意见	5	2
温度	5	2
电影	5	2
里面	5	2
出去	5	2
哭	5	1
错误	5	2
现实	5	2
经历	5	2
变得	5	2
身边	5	2
强调	5	2
正是	5	2
说话	5	2
大量	5	2
大小	5	2
体现	5	2
在于	5	2
一致	5	2
描述	5	2
時候	5	2
加快	5	2
良好	5	2
主体	5	2
是因为	5	3
深刻	5	2
一段	5	2
多年	5	2
一片	5	2
隻	5	1
几年	5	2
一只	5	2
地上	5	2
実	5	1
一句	5	2
新冠	5	2
伟大	5	2
一系列	5	3
前提	5	2
一座	5	2
学	4	1
动	4	1
体	4	1
重	4	1
意	4	1
通	4	1
些	4	1
教	4	1
次	4	1
期	4	1
解	4	1
平	4	1
信	4	1
代	4	1
感	4	1
特	4	1
十	4	1
件	4	1
别	4	1
放	4	1
神	4	1
门	4	1
车	4	1
风	4	1
项	4	1
取	4	1
清	4	1
治	4	1
报	4	1
级	4	1
器	4	1
空	4	1
城	4	1
集	4	1
五	4	1
包	4	1
深	4	1
声	4	1
边	4	1
近	4	1
率	4	1
办	4	1
费	4	1
段	4	1
装	4	1
热	4	1
连	4	1
音	4	1
红	4	1
称	4	1
火	4	1
李	4	1
约	4	1
初	4	1
药	4	1
远	4	1
州	4	1
县	4	1
款	4	1
板	4	1
黄	4	1
仅	4	1
族	4	1
河	4	1
待	4	1
刚	4	1
因此	4	2
或者	4	2
词	4	1
飞	4	1
端	4	1
晚	4	1
脸	4	1
右	4	1
急	4	1
陈	4	1
块	4	1
停	4	1
散	4	1
诗	4	1
杀	4	1
亮	4	1
開	4	1
的话	4	2
卷	4	1
拍	4	1
藏	4	1
之前	4	2
操作	4	2
其实	4	2
掉	4	1
具体	4	2
如此	4	2
北京	4	2
卖	4	1
以后	4	2
空间	4	2
状态	4	2
乱	4	1
需求	4	2
喝	4	1
成本	4	2
分别	4	2
当然	4	2
说明	4	2
顿	4	1
平台	4	2
当时	4	2
坚持	4	2
先生	4	2
生命	4	2
反应	4	2
突然	4	2
对象	4	2
参与	4	2
作品	4	2
抱	4	1
全部	4	2
改变	4	2
充分	4	2
领域	4	2
培训	4	2
故事	4	2
話	4	1
游戏	4	2
区域	4	2
取得	4	2
机会	4	2
应当	4	2
书记	4	2
减少	4	2
期间	4	2
超过	4	2
农业	4	2
所示	4	2
替	4	1
规划	4	2
数字	4	2
现场	4	2
面积	4	2
调查	4	2
稳定	4	2
妈妈	4	2
手机	4	2
似乎	4	2
时期	4	2
竞争	4	2
规范	4	2
对方	4	2
符合	4	2
农村	4	2
压力	4	2
记录	4	2
革命	4	2
挂	4	1
推动	4	2
机制	4	2
规模	4	2
不好	4	2
丰富	4	2
利益	4	2
尤其	4	2
结束	4	2
特殊	4	2
全球	4	2
监督	4	2
面对	4	2
消息	4	2
采取	4	2
党员	4	2
以前	4	2
连接	4	2
员工	4	2
优势	4	2
概念	4	2
称为	4	2
信号	4	2
世纪	4	2
快速	4	2
确保	4	2
数量	4	2
有限公司	4	4
男人	4	2
好像	4	2
不了	4	2
几乎	4	2
增强	4	2
到底	4	2
啦	4	1
拥有	4	2
自我	4	2
委员会	4	3
完善	4	2
下面	4	2
创建	4	2
成员	4	2
严格	4	2
记者	4	2
终于	4	2
感到	4	2
输出	4	2
本身	4	2
皆	4	1
陪	4	1
效率	4	2
指出	4	2
真是	4	2
比例	4	2
下降	4	2
分布	4	2
同样	4	2
两种	4	2
迅速	4	2
重大	4	2
地位	4	2
什麼	4	2
总是	4	2
感受	4	2
分类	4	2
正式	4	2
家长	4	2
表面	4	2
人生	4	2
名字	4	2
出版社	4	3
防控	4	2
至少	4	2
当地	4	2
回来	4	2
症状	4	2
分配	4	2
性质	4	2
详细	4	2
样子	4	2
下列	4	2
手段	4	2
空气	4	2
案件	4	2
那里	4	2
评估	4	2
包含	4	2
不再	4	2
带来	4	2
小说	4	2
表明	4	2
临床	4	2
实在	4	2
爲	4	1
基地	4	2
队伍	4	2
永远	4	2
准确	4	2
怎样	4	2
药物	4	2
手术	4	2
防止	4	2
更好	4	2
公开	4	2
常见	4	2
人物	4	2
能量	4	2
一声	4	2
大部分	4	3
四个	4	2
不敢	4	2
贯彻	4	2
日子	4	2
不想	4	2
原理	4	2
路上	4	2
回去	4	2
突出	4	2
本来	4	2
区别	4	2
具备	4	2
乡村	4	2
啥	4	1
查看	4	2
Http	4	4
发出	4	2
长度	4	2
切实	4	2
口气	4	2
盯	4	1
